詞彙,注音,英譯,量詞
請求,ㄑㄧㄥˇ ㄑㄧㄡˊ,to request / to ask / request,個
窮,ㄑㄩㄥˊ,poor / destitute / to use up / to exhaust / thoroughly / extremely / (coll.) persistently and pointlessly,
求,ㄑㄧㄡˊ,to seek / to look for / to request / to demand / to beseech,
球,ㄑㄧㄡˊ,ball / sphere / globe / ball game / match,個 / 場
球場,ㄑㄧㄡˊ ㄔㄤˇ,stadium / sports ground / court / pitch / field / golf course,個 / 處
球賽,ㄑㄧㄡˊ ㄙㄞˋ,sports match / ballgame,場
球員,ㄑㄧㄡˊ ㄩㄢˊ,"sports club member / footballer, golfer etc",
取代,ㄑㄩˇ ㄉㄞˋ,to replace / to supersede / to supplant / (chemistry) substitution,
去,ㄑㄩˋ,to go / to go to (a place) / (of a time etc) last / just passed / to send / to remove / to get rid of / to reduce / to be apart from in space or time / to die (euphemism) / to play (a part) / (when used either before or after a verb) to go in order to do sth / (after a verb of motion indicates movement away from the speaker) / (used after certain verbs to indicate detachment or separation),
去,ㄑㄩˋ,to go / to go to (a place) / (of a time etc) last / just passed / to send / to remove / to get rid of / to reduce / to be apart from in space or time / to die (euphemism) / to play (a part) / (when used either before or after a verb) to go in order to do sth / (after a verb of motion indicates movement away from the speaker) / (used after certain verbs to indicate detachment or separation),
去世,ㄑㄩˋ ㄕˋ,to pass away / to die,
全,ㄑㄩㄢˊ,all / whole / entire / every / complete,
全球,ㄑㄩㄢˊ ㄑㄧㄡˊ,entire / total / global / the (whole) world / worldwide,
全身,ㄑㄩㄢˊ ㄕㄣ,whole body / em (typography),
缺點,ㄑㄩㄝ ㄉㄧㄢˇ,weak point / fault / shortcoming / disadvantage,個
卻,ㄑㄩㄝˋ,but / yet / however / while / to go back / to decline / to retreat / nevertheless / even though,
確定,ㄑㄩㄝˋ ㄉㄧㄥˋ,definite / certain / fixed / to fix (on sth) / to determine / to be sure / to ensure / to make certain / to ascertain / to clinch / to recognize / to confirm / OK (on computer dialog box),
確認,ㄑㄩㄝˋ ㄖㄣˋ,to confirm / to verify / confirmation,
讓,ㄖㄤˋ,"to yield / to permit / to let sb do sth / to have sb do sth / to make sb (feel sad etc) / by (indicates the agent in a passive clause, like 被[bei4])",
熱狗,ㄖㄜˋ ㄍㄡˇ,hot dog (loanword),
熱水,ㄖㄜˋ ㄕㄨㄟˇ,hot water,
人家,ㄖㄣˊ ㄐㄧㄚ,"other people / sb else / he, she or they / I, me (referring to oneself as ""one"" or ""people"")",
人間,ㄖㄣˊ ㄐㄧㄢ,the human world / the earth,
人口,ㄖㄣˊ ㄎㄡˇ,population / people,
人類,ㄖㄣˊ ㄌㄟˋ,humanity / human race / mankind,
人們,ㄖㄣˊ ㄇㄣ˙,people,
人民,ㄖㄣˊ ㄇㄧㄣˊ,the people,個
人人,ㄖㄣˊ ㄖㄣˊ,everyone / every person,
人數,ㄖㄣˊ ㄕㄨˋ,number of people,
人物,ㄖㄣˊ ㄨˋ,"person / character (in a play, novel etc) / protagonist",個
忍,ㄖㄣˇ,to bear / to endure / to tolerate / to restrain oneself,
忍耐,ㄖㄣˇ ㄋㄞˋ,to endure / to bear with / to exercise patience / to restrain oneself / patience / endurance,
認,ㄖㄣˋ,to recognize / to know / to admit,
認得,ㄖㄣˋ ㄉㄜ˙,to recognize / to remember sth (or sb) on seeing it / to know,
任務,ㄖㄣˋ ㄨˋ,mission / assignment / task / duty / role,項 / 個
扔,ㄖㄥ,to throw / to throw away,
仍,ㄖㄥˊ,still / yet / to remain,
仍然,ㄖㄥˊ ㄖㄢˊ,still / yet,
日出,ㄖˋ ㄔㄨ,sunrise,
日記,ㄖˋ ㄐㄧˋ,diary,則 / 本 / 篇
日子,ㄖˋ ㄗ˙,day / a (calendar) date / days of one's life,
如,ㄖㄨˊ,as / as if / such as,
如此,ㄖㄨˊ ㄘˇ,in this way / so,
如下,ㄖㄨˊ ㄒㄧㄚˋ,as follows,
如意,ㄖㄨˊ ㄧˋ,"as one wants / according to one's wishes / ruyi scepter, a symbol of power and good fortune",
弱,ㄖㄨㄛˋ,weak / feeble / young / inferior / (following a decimal or fraction) slightly less than,
傘,ㄙㄢˇ,umbrella / parasol,把
殺,ㄕㄚ,to kill / to murder / to attack / to weaken or reduce / to smart (dialect) / (used after a verb) extremely,
晒,ㄕㄞˋ,variant of 曬[shai4],
山區,ㄕㄢ ㄑㄩ,mountain area,個
傷害,ㄕㄤ ㄏㄞˋ,to injure / to harm,
商品,ㄕㄤ ㄆㄧㄣˇ,commodity / goods / merchandise,個
商人,ㄕㄤ ㄖㄣˊ,merchant / businessman,
商業,ㄕㄤ ㄧㄝˋ,business / trade / commerce,
上,ㄕㄤˋ,on top / upon / above / upper / previous / first (of multiple parts) / to climb / to get onto / to go up / to attend (class or university),
上,ㄕㄤˋ,on top / upon / above / upper / previous / first (of multiple parts) / to climb / to get onto / to go up / to attend (class or university),
上當,ㄕㄤˋ ㄉㄤˋ,taken in (by sb's deceit) / to be fooled / to be duped,
上帝,ㄕㄤˋ ㄉㄧˋ,God,
上街,ㄕㄤˋ ㄐㄧㄝ,to go onto the streets / to go shopping,
上衣,ㄕㄤˋ ㄧ,jacket / upper outer garment,件
燒,ㄕㄠ,"to burn / to cook / to stew / to bake / to roast / to heat / to boil (tea, water etc) / fever / to run a temperature / (coll.) to let things go to one's head",
少,ㄕㄠˇ,young,
蛇,ㄕㄜˊ,snake / serpent,條
設備,ㄕㄜˋ ㄅㄟˋ,equipment / facilities / installations,個
設計,ㄕㄜˋ ㄐㄧˋ,plan / design / to design / to plan,個
設計,ㄕㄜˋ ㄐㄧˋ,plan / design / to design / to plan,個
深,ㄕㄣ,deep / depth / deeply / (of a color) dark / deep / rich,
深入,ㄕㄣ ㄖㄨˋ,to penetrate deeply / thorough,
身邊,ㄕㄣ ㄅㄧㄢ,at one's side / on hand,
身高,ㄕㄣ ㄍㄠ,(a person's) height,
身上,ㄕㄣ ㄕㄤˋ,on the body / at hand / among,
甚至,ㄕㄣˋ ㄓˋ,even / so much so that,
升,ㄕㄥ,to ascend / to rise to the rank of / to promote / to hoist / liter / measure for dry grain equal to one-tenth dou 斗[dou3],
聲,ㄕㄥ,sound / voice / tone / noise / reputation / classifier for sounds,
聲調,ㄕㄥ ㄉㄧㄠˋ,tone / note / a tone (on a Chinese syllable),個
生,ㄕㄥ,to be born / to give birth / life / to grow / raw / uncooked / student,
生產,ㄕㄥ ㄔㄢˇ,to produce / to manufacture / to give birth to a child,
生動,ㄕㄥ ㄉㄨㄥˋ,vivid / lively,
生活,ㄕㄥ ㄏㄨㄛˊ,life / activity / to live / livelihood,
生命,ㄕㄥ ㄇㄧㄥˋ,life (as the characteristic of living beings) / living being / creature,個 / 條
生意,ㄕㄥ ㄧˋ,business,筆
生字,ㄕㄥ ㄗˋ,new character (in textbook) / character that is unfamiliar or not yet studied,
省,ㄕㄥˇ,to inspect / to examine / to be aware / to pay a visit (to one's parents or elders),
省錢,ㄕㄥˇ ㄑㄧㄢˊ,to save money,
剩,ㄕㄥˋ,to remain / to be left / to have as remainder,
剩下,ㄕㄥˋ ㄒㄧㄚˋ,to remain / left over,
濕,ㄕ,moist / wet,
失戀,ㄕ ㄌㄧㄢˋ,to lose one's love / to break up (in a romantic relationship) / to feel jilted,
失去,ㄕ ㄑㄩˋ,to lose,
獅子,ㄕ ㄗ˙,lion,隻 / 頭
十分,ㄕˊ ㄈㄣ,very / completely / utterly / extremely / absolutely / hundred percent / to divide into ten equal parts,
石頭,ㄕˊ ㄊㄡˊ,stone,塊
石油,ㄕˊ ㄧㄡˊ,oil / petroleum,
時,ㄕˊ,o'clock / time / when / hour / season / period,
時代,ㄕˊ ㄉㄞˋ,age / era / epoch / period (in one's life),個
時刻,ㄕˊ ㄎㄜˋ,time / juncture / moment / period of time / constantly / always,個 / 段
實話,ㄕˊ ㄏㄨㄚˋ,truth,
實際,ㄕˊ ㄐㄧˋ,reality / practice / practical / realistic / real / actual,
實力,ㄕˊ ㄌㄧˋ,strength,
實行,ㄕˊ ㄒㄧㄥˊ,to implement / to carry out / to put into practice,
實在,ㄕˊ ㄗㄞˋ,really / actually / indeed / true / real / honest / dependable / (philosophy) reality,
使得,ㄕˇ ㄉㄜ˙,usable / workable / feasible / doable / to make / to cause,
使用,ㄕˇ ㄩㄥˋ,to use / to employ / to apply / to make use of,
事實,ㄕˋ ㄕˊ,fact,個
事業,ㄕˋ ㄧㄝˋ,"undertaking / project / activity / (charitable, political or revolutionary) cause / publicly funded institution, enterprise or foundation / career / occupation",個
適應,ㄕˋ ㄧㄥˋ,to adapt / to fit / to suit,
市長,ㄕˋ ㄓㄤˇ,mayor,
收穫,ㄕㄡ ㄏㄨㄛˋ,to harvest / to reap / to gain / crop / harvest / profit / gain / bonus / reward,
收音機,ㄕㄡ ㄧㄣ ㄐㄧ,radio,臺
熟,ㄕㄡˊ,cooked (of food) / ripe (of fruit) / mature (of seeds) / familiar / skilled / done / also pr. [shou2],
首,ㄕㄡˇ,"head / chief / first (occasion, thing etc) / classifier for poems, songs etc",
手套,ㄕㄡˇ ㄊㄠˋ,glove / mitten,雙 / 隻
手續,ㄕㄡˇ ㄒㄩˋ,procedure / formalities,道 / 個
受得了,ㄕㄡˋ ㄉㄜˊ ㄌㄧㄠˇ,to put up with / to endure,
書包,ㄕㄨ ㄅㄠ,schoolbag / satchel / bookbag,個 / 隻
書架,ㄕㄨ ㄐㄧㄚˋ,bookshelf,個
蔬菜,ㄕㄨ ㄘㄞˋ,vegetables,種
舒適,ㄕㄨ ㄕˋ,cozy / snug,
叔叔,ㄕㄨˊ ㄕㄨ˙,father's younger brother / uncle / Taiwan pr. [shu2 shu5],個
熟悉,ㄕㄡˊ ㄒㄧ,to be familiar with / to know well,
數,ㄕㄨˇ,frequently / repeatedly,
數字,ㄕㄨˋ ㄗˋ,numeral / digit / number / figure / amount / digital (electronics etc),個
樹木,ㄕㄨˋ ㄇㄨˋ,tree,
刷牙,ㄕㄨㄚ ㄧㄚˊ,to brush one's teeth,
帥,ㄕㄨㄞˋ,handsome / graceful / smart / commander in chief / (coll.) cool! / sweet!,
雙,ㄕㄨㄤ,two / double / pair / both / even (number),
水餃,ㄕㄨㄟˇ ㄐㄧㄠˇ,boiled dumpling,
水平,ㄕㄨㄟˇ ㄆㄧㄥˊ,level (of achievement etc) / standard / horizontal,
水準,ㄕㄨㄟˇ ㄓㄨㄣˇ,level (of achievement etc) / standard / level (surveying),
睡著,ㄕㄨㄟˋ ㄓㄠˊ,to fall asleep,
順便,ㄕㄨㄣˋ ㄅㄧㄢˋ,conveniently / in passing / without much extra effort,
順利,ㄕㄨㄣˋ ㄌㄧˋ,smoothly / without a hitch,
說法,ㄕㄨㄛ ㄈㄚˇ,way of speaking / wording / formulation / one's version (of events) / statement / theory / hypothesis / interpretation,
說明,ㄕㄨㄛ ㄇㄧㄥˊ,to explain / to illustrate / to indicate / to show / to prove / explanation / directions / caption,個
說明,ㄕㄨㄛ ㄇㄧㄥˊ,to explain / to illustrate / to indicate / to show / to prove / explanation / directions / caption,個
說起來,ㄕㄨㄛ ㄑㄧˇ ㄌㄞˊ,speaking of,
思考,ㄙ ㄎㄠˇ,to reflect on / to ponder over,
思想,ㄙ ㄒㄧㄤˇ,thought / thinking / idea / ideology,個
似乎,ㄙˋ ㄏㄨ,apparently / to seem / to appear / as if / seemingly,
寺廟,ㄙˋ ㄇㄧㄠˋ,temple / monastery / shrine,
速度,ㄙㄨˋ ㄉㄨˋ,speed / rate / velocity / (music) tempo,個
算了,ㄙㄨㄢˋ ㄌㄜ˙,let it be / let it pass / forget about it,
隨便,ㄙㄨㄟˊ ㄅㄧㄢˋ,as one wishes / as one pleases / at random / negligent / casual / wanton,
隨時,ㄙㄨㄟˊ ㄕˊ,at any time / at all times / at the right time,
所,ㄙㄨㄛˇ,"actually / place / classifier for houses, small buildings, institutions etc / that which / particle introducing a relative clause or passive",個
所,ㄙㄨㄛˇ,"actually / place / classifier for houses, small buildings, institutions etc / that which / particle introducing a relative clause or passive",個
所謂,ㄙㄨㄛˇ ㄨㄟˋ,so-called / what is called,
它,ㄊㄚ,it,
它們,ㄊㄚ ㄇㄣ˙,they (for inanimate objects),
台,ㄊㄞˊ,(classical) you (in letters) / variant of 臺[tai2],
抬,ㄊㄞˊ,to lift / to raise / (of two or more persons) to carry,
颱風,ㄊㄞˊ ㄈㄥ,hurricane / typhoon,
態度,ㄊㄞˋ ㄉㄨˋ,manner / bearing / attitude / approach,個
談話,ㄊㄢˊ ㄏㄨㄚˋ,to talk (with sb) / to have a conversation / talk / conversation,次
堂,ㄊㄤˊ,"(main) hall / large room for a specific purpose / relationship between cousins etc on the paternal side of a family / of the same clan / classifier for classes, lectures etc / classifier for sets of furniture",間
堂,ㄊㄤˊ,"(main) hall / large room for a specific purpose / relationship between cousins etc on the paternal side of a family / of the same clan / classifier for classes, lectures etc / classifier for sets of furniture",間
討厭,ㄊㄠˇ ㄧㄢˋ,to dislike / to loathe / disagreeable / troublesome / annoying,
套,ㄊㄠˋ,"to cover / to encase / cover / sheath / to overlap / to interleave / to model after / to copy / formula / harness / loop of rope / (fig.) to fish for / to obtain slyly / classifier for sets, collections / bend (of a river or mountain range, in place names) / tau (Greek letter Ττ)",
特地,ㄊㄜˋ ㄉㄧˋ,specially / for a special purpose,
特色,ㄊㄜˋ ㄙㄜˋ,characteristic / distinguishing feature or quality,
特殊,ㄊㄜˋ ㄕㄨ,special / particular / unusual / extraordinary,
提,ㄊㄧˊ,to carry (hanging down from the hand) / to lift / to put forward / to mention / to raise (an issue) / upwards character stroke / lifting brush stroke (in painting) / scoop for measuring liquid,
提到,ㄊㄧˊ ㄉㄠˋ,to mention / to raise (a subject) / to refer to,
提高,ㄊㄧˊ ㄍㄠ,to raise / to increase / to improve,
提供,ㄊㄧˊ ㄍㄨㄥ,to offer / to supply / to provide / to furnish,
題材,ㄊㄧˊ ㄘㄞˊ,subject matter,
題目,ㄊㄧˊ ㄇㄨˋ,subject / title / topic,個
體會,ㄊㄧˇ ㄏㄨㄟˋ,to know from experience / to learn through experience / to realize / understanding / experience,
體力,ㄊㄧˇ ㄌㄧˋ,physical strength / physical power,
體貼,ㄊㄧˇ ㄊㄧㄝ,considerate (of other people's needs),
體重,ㄊㄧˇ ㄓㄨㄥˋ,body weight,
替,ㄊㄧˋ,to substitute for / to take the place of / to replace / for / on behalf of / to stand in for,
天堂,ㄊㄧㄢ ㄊㄤˊ,paradise / heaven,
天天,ㄊㄧㄢ ㄊㄧㄢ,every day,
天下,ㄊㄧㄢ ㄒㄧㄚˋ,land under heaven / the whole world / the whole of China / realm / rule,
田,ㄊㄧㄢˊ,field / farm,片
填,ㄊㄧㄢˊ,to fill or stuff / (of a form etc) to fill in,
甜點,ㄊㄧㄢˊ ㄉㄧㄢˇ,dessert,
條件,ㄊㄧㄠˊ ㄐㄧㄢˋ,condition / circumstances / term / factor / requirement / prerequisite / qualification,個
挑戰,ㄊㄧㄠˇ ㄓㄢˋ,to challenge / challenge,
貼,ㄊㄧㄝ,to stick / to paste / to post (e.g. on a blog) / to keep close to / to fit snugly / to subsidize / allowance (e.g. money for food or housing) / sticker / classifier for sticking plaster: strip,
鐵,ㄊㄧㄝˇ,iron (metal) / arms / weapons / hard / strong / violent / unshakeable / determined / close / tight (slang),
鐵路,ㄊㄧㄝˇ ㄌㄨˋ,railroad / railway,條
聽見,ㄊㄧㄥ ㄐㄧㄢˋ,to hear,
聽力,ㄊㄧㄥ ㄌㄧˋ,hearing / listening ability,
聽起來,ㄊㄧㄥ ㄑㄧˇ ㄌㄞˊ,to sound like,
聽眾,ㄊㄧㄥ ㄓㄨㄥˋ,audience / listeners,
挺,ㄊㄧㄥˇ,straight / erect / to stick out (a part of the body) / to (physically) straighten up / to support / to withstand / outstanding / (coll.) quite / very / classifier for machine guns,
通,ㄊㄨㄥ,"classifier for an activity, taken in its entirety (tirade of abuse, stint of music playing, bout of drinking etc)",
通過,ㄊㄨㄥ ㄍㄨㄛˋ,by means of / through / via / to pass through / to get through / to adopt / to pass (a bill or inspection etc) / to switch over,
同,ㄊㄨㄥˊ,like / same / similar / together / alike / with,
同,ㄊㄨㄥˊ,like / same / similar / together / alike / with,
同情,ㄊㄨㄥˊ ㄑㄧㄥˊ,to sympathize with / sympathy,
同時,ㄊㄨㄥˊ ㄕˊ,at the same time / simultaneously,
同樣,ㄊㄨㄥˊ ㄧㄤˋ,same / equal / equivalent,
同樣,ㄊㄨㄥˊ ㄧㄤˋ,same / equal / equivalent,
痛苦,ㄊㄨㄥˋ ㄎㄨˇ,pain / suffering / painful,個
投,ㄊㄡˊ,to cast / to send / to throw oneself (into the river etc) / to seek refuge / to place oneself into the hands of,
投資,ㄊㄡˊ ㄗ,investment / to invest,
頭,ㄊㄡˊ,suffix for nouns,
頭痛,ㄊㄡˊ ㄊㄨㄥˋ,to have a headache,
圖,ㄊㄨˊ,diagram / picture / drawing / chart / map / to plan / to scheme / to attempt / to pursue / to seek,張
突然,ㄊㄨˊ ㄖㄢˊ,sudden / abrupt / unexpected,
土,ㄊㄨˇ,earth / dust / clay / local / indigenous / crude opium / unsophisticated / one of the eight categories of ancient musical instruments 八音[ba1 yin1],
土地,ㄊㄨˇ ㄉㄧˋ,local god / genius loci,
兔子,ㄊㄨˋ ㄗ˙,hare / rabbit,隻
團體,ㄊㄨㄢˊ ㄊㄧˇ,group / organization / team,個
團圓,ㄊㄨㄢˊ ㄩㄢˊ,to have a reunion,
推,ㄊㄨㄟ,to push / to cut / to refuse / to reject / to decline / to shirk (responsibility) / to put off / to delay / to push forward / to nominate / to elect / massage,
推薦,ㄊㄨㄟ ㄐㄧㄢˋ,to recommend / recommendation,
推銷,ㄊㄨㄟ ㄒㄧㄠ,to market / to sell,
退步,ㄊㄨㄟˋ ㄅㄨˋ,to do less well than before / to make a concession / setback / backward step / leeway / room to maneuver / fallback,
退休,ㄊㄨㄟˋ ㄒㄧㄡ,to retire / retirement (from work),
脫,ㄊㄨㄛ,to shed / to take off / to escape / to get away from,
娃娃,ㄨㄚˊ ㄨㄚ˙,baby / small child / doll,
外邊,ㄨㄞˋ ㄅㄧㄢ,outside / outer surface / abroad / place other than one's home,
外公,ㄨㄞˋ ㄍㄨㄥ,(coll.) mother's father / maternal grandfather,
外婆,ㄨㄞˋ ㄆㄛˊ,(coll.) mother's mother / maternal grandmother,
外文,ㄨㄞˋ ㄨㄣˊ,foreign language (written),
外語,ㄨㄞˋ ㄩˇ,foreign language,門
完成,ㄨㄢˊ ㄔㄥˊ,to complete / to accomplish,
完全,ㄨㄢˊ ㄑㄩㄢˊ,complete / whole / totally / entirely,
玩具,ㄨㄢˊ ㄐㄩˋ,plaything / toy,
晚,ㄨㄢˇ,evening / night / late,
萬一,ㄨㄢˋ ㄧ,just in case / if by any chance / contingency,
網,ㄨㄤˇ,net / network,
網路,ㄨㄤˇ ㄌㄨˋ,"network (computer, telecom) / Internet / Taiwanese term for 網絡络[wang3 luo4]",
往往,ㄨㄤˇ ㄨㄤˇ,usually / in many cases / more often than not,
忘記,ㄨㄤˋ ㄐㄧˋ,to forget,
維持,ㄨㄟˊ ㄔˊ,to keep / to maintain / to preserve,
微笑,ㄨㄟˊ ㄒㄧㄠˋ,smile / to smile,個 / 絲
為主,ㄨㄟˊ ㄓㄨˇ,to rely mainly on / to attach most importance to,
偉大,ㄨㄟˇ ㄉㄚˋ,huge / great / grand / worthy of the greatest admiration / important (contribution etc),
為,ㄨㄟˋ,because of / for / to,
未來,ㄨㄟˋ ㄌㄞˊ,future / tomorrow / approaching / coming / pending,個
位置,ㄨㄟˋ ㄓˋ,position / place / seat,個
位子,ㄨㄟˋ ㄗ˙,place / seat,
溫柔,ㄨㄣ ㄖㄡˊ,gentle and soft / tender,
文件,ㄨㄣˊ ㄐㄧㄢˋ,document / file,份
文學,ㄨㄣˊ ㄒㄩㄝˊ,literature,種
文字,ㄨㄣˊ ㄗˋ,character / script / writing / written language / writing style / phraseology,個
聞,ㄨㄣˊ,to hear / news / well-known / famous / reputation / fame / to smell / to sniff at,
穩定,ㄨㄣˇ ㄉㄧㄥˋ,steady / stable / stability / to stabilize / to pacify,
問好,ㄨㄣˋ ㄏㄠˇ,to say hello to / to send one's regards to,
問候,ㄨㄣˋ ㄏㄡˋ,to give one's respects / to send a greeting / (fig.) (coll.) to make offensive reference to (somebody dear to the person to whom one is speaking),
握手,ㄨㄛˋ ㄕㄡˇ,to shake hands,
屋子,ㄨ ㄗ˙,house / room,間
無,ㄨˊ,not to have / no / none / not / to lack / un- / -less,
無法,ㄨˊ ㄈㄚˇ,unable / incapable,
無論如何,ㄨˊ ㄌㄨㄣˋ ㄖㄨˊ ㄏㄜˊ,whatever the case / in any event / no matter what / by all possible means,
無窮,ㄨˊ ㄑㄩㄥˊ,endless / boundless / inexhaustible,
無所謂,ㄨˊ ㄙㄨㄛˇ ㄨㄟˋ,to be indifferent / not to matter / cannot be said to be,
誤會,ㄨˋ ㄏㄨㄟˋ,to misunderstand / to mistake / misunderstanding,個
物價,ㄨˋ ㄐㄧㄚˋ,(commodity) prices,個
西北,ㄒㄧ ㄅㄟˇ,northwest,
西餐,ㄒㄧ ㄘㄢ,Western-style food,份 / 頓
西方,ㄒㄧ ㄈㄤ,the West / the Occident / Western countries,
西南,ㄒㄧ ㄋㄢˊ,southwest,
吸毒,ㄒㄧ ㄉㄨˊ,to take drugs,
吸收,ㄒㄧ ㄕㄡ,to absorb / to assimilate / to ingest / to recruit,
吸引,ㄒㄧ ㄧㄣˇ,"to attract (interest, investment etc)",個
犧牲,ㄒㄧ ㄕㄥ,to sacrifice one's life / to sacrifice (sth valued) / beast slaughtered as a sacrifice,
希望,ㄒㄧ ㄨㄤˋ,to wish for / to desire / hope,個
喜愛,ㄒㄧˇ ㄞˋ,to like / to love / to be fond of / favorite,
細,ㄒㄧˋ,thin or slender / finely particulate / thin and soft / fine / delicate / trifling / (of a sound) quiet / frugal,
細心,ㄒㄧˋ ㄒㄧㄣ,careful / attentive,
戲,ㄒㄧˋ,trick / drama / play / show,齣 / 場 / 臺
戲劇,ㄒㄧˋ ㄐㄩˋ,drama / play / theater,
系統,ㄒㄧˋ ㄊㄨㄥˇ,system,個
下,ㄒㄧㄚˋ,"down / downwards / below / lower / later / next (week etc) / second (of two parts) / to decline / to go down / to arrive at (a decision, conclusion etc) / measure word to show the frequency of an action",
下,ㄒㄧㄚˋ,"down / downwards / below / lower / later / next (week etc) / second (of two parts) / to decline / to go down / to arrive at (a decision, conclusion etc) / measure word to show the frequency of an action",
下,ㄒㄧㄚˋ,"down / downwards / below / lower / later / next (week etc) / second (of two parts) / to decline / to go down / to arrive at (a decision, conclusion etc) / measure word to show the frequency of an action",
下,ㄒㄧㄚˋ,"down / downwards / below / lower / later / next (week etc) / second (of two parts) / to decline / to go down / to arrive at (a decision, conclusion etc) / measure word to show the frequency of an action",
下來,ㄒㄧㄚˋ ㄌㄞˊ,"to come down / (completed action marker) / (after verb of motion, indicates motion down and towards us, also fig.) / (indicates continuation from the past towards us) / to be harvested (of crops) / to be over (of a period of time) / to go among the masses (said of leaders)",
嚇,ㄒㄧㄚˋ,to frighten / to scare,
嚇一跳,ㄒㄧㄚˋ ㄧ ㄊㄧㄠˋ,startled / to frighten / scared out of one's skin,
線,ㄒㄧㄢˋ,thread / string / wire / line / (after a number) tier (unofficial ranking of a Chinese city),條 / 股 / 根
現代,ㄒㄧㄢˋ ㄉㄞˋ,modern times / modern age / modern era,
現代,ㄒㄧㄢˋ ㄉㄞˋ,modern times / modern age / modern era,
現實,ㄒㄧㄢˋ ㄕˊ,reality / actuality / real / actual / realistic / pragmatic / materialistic / self-interested,
現實,ㄒㄧㄢˋ ㄕˊ,reality / actuality / real / actual / realistic / pragmatic / materialistic / self-interested,
現象,ㄒㄧㄢˋ ㄒㄧㄤˋ,phenomenon / appearance,個 / 種
限制,ㄒㄧㄢˋ ㄓˋ,to restrict / to limit / to confine / restriction / limit,個
相當,ㄒㄧㄤ ㄉㄤ,equivalent to / appropriate / considerably / to a certain extent / fairly / quite,
相對,ㄒㄧㄤ ㄉㄨㄟˋ,relatively / opposite / to resist / to oppose / relative / vis-a-vis / counterpart,
相反,ㄒㄧㄤ ㄈㄢˇ,opposite / contrary,
相關,ㄒㄧㄤ ㄍㄨㄢ,related / relevant / pertinent / to be interrelated / (statistics) correlation,
相同,ㄒㄧㄤ ㄊㄨㄥˊ,identical / same,
箱子,ㄒㄧㄤ ㄗ˙,suitcase / chest / box / case / trunk,隻 / 個
香水,ㄒㄧㄤ ㄕㄨㄟˇ,perfume / cologne,
詳細,ㄒㄧㄤˊ ㄒㄧˋ,detailed / in detail / minute,
響,ㄒㄧㄤˇ,echo / sound / noise / to make a sound / to sound / to ring / loud / classifier for noises,
想到,ㄒㄧㄤˇ ㄉㄠˋ,to think of / to call to mind / to anticipate,
想法,ㄒㄧㄤˇ ㄈㄚˇ,way of thinking / opinion / notion / to think of a way (to do sth),個
想像,ㄒㄧㄤˇ ㄒㄧㄤˋ,to imagine / to conceive of / to visualize / imagination,
想像,ㄒㄧㄤˇ ㄒㄧㄤˋ,to imagine / to conceive of / to visualize / imagination,
項,ㄒㄧㄤˋ,"back of neck / item / thing / term (in a mathematical formula) / sum (of money) / classifier for principles, items, clauses, tasks, research projects etc",
相機,ㄒㄧㄤˋ ㄐㄧ,camera (abbr. for 照相機相机[zhao4 xiang4 ji1]) / at the opportune moment / as the circumstances allow,
相聲,ㄒㄧㄤˋ ㄕㄥ,comic dialogue / sketch / crosstalk,
小吃,ㄒㄧㄠˇ ㄔ,snack / refreshments,家
小朋友,ㄒㄧㄠˇ ㄆㄥˊ ㄧㄡˇ,child,個
小組,ㄒㄧㄠˇ ㄗㄨˇ,group,
效果,ㄒㄧㄠˋ ㄍㄨㄛˇ,result / effect / quality,個
笑話,ㄒㄧㄠˋ ㄏㄨㄚˋ,joke / jest / to laugh at / to mock,個
孝順,ㄒㄧㄠˋ ㄕㄨㄣˋ,filial / dutiful / devoted to one's parents (and grandparents etc) / to show filial piety towards (an older family member) / filial piety,
孝順,ㄒㄧㄠˋ ㄕㄨㄣˋ,filial / dutiful / devoted to one's parents (and grandparents etc) / to show filial piety towards (an older family member) / filial piety,
協助,ㄒㄧㄝˊ ㄓㄨˋ,to provide assistance / to aid,
血,ㄒㄧㄝˇ,blood / colloquial pr. [xie3],滴 / 片
謝,ㄒㄧㄝˋ,"to thank / to apologize / to wither (of flowers, leaves etc) / to decline",
心得,ㄒㄧㄣ ㄉㄜˊ,"what one has learned (through experience, reading etc) / knowledge / insight / understanding / tips",項 / 個
心理,ㄒㄧㄣ ㄌㄧˇ,psychology / mentality,
心意,ㄒㄧㄣ ㄧˋ,regard / kindly feelings / intention,
欣賞,ㄒㄧㄣ ㄕㄤˇ,to appreciate / to enjoy / to admire,
新生,ㄒㄧㄣ ㄕㄥ,new / newborn / emerging / nascent / rebirth / regeneration / new life / new student,
信,ㄒㄧㄣˋ,letter / mail / to trust / to believe / to profess faith in / truthful / confidence / trust / at will / at random,封
信箱,ㄒㄧㄣˋ ㄒㄧㄤ,mailbox / post office box,
信心,ㄒㄧㄣˋ ㄒㄧㄣ,confidence / faith (in sb or sth),個
興奮,ㄒㄧㄥ ㄈㄣˋ,excited / excitement / (physiology) excitation,
行,ㄒㄧㄥˊ,to walk / to go / to travel / a visit / temporary / makeshift / current / in circulation / to do / to perform / capable / competent / effective / all right / OK! / will do / behavior / conduct / Taiwan pr. [xing4] for the behavior-conduct sense,
行動,ㄒㄧㄥˊ ㄉㄨㄥˋ,operation / action / to move about / mobile,個
行為,ㄒㄧㄥˊ ㄨㄟˊ,action / conduct / behavior / activity,
